Time,X_Position,Y_Position,Grip_Force,Vertical_Error,Grip_Force_Error
0,0.11,0.019389015,9.30867,0,0
0.0120000000000005,0.10925,0.019360755,9.30239,0,0
0.0240000000000009,0.1085,0.01935603,9.30134,0,0
0.0359999999999996,0.10775,0.01935153,9.30034,0,0
0.048,0.107,0.0193473,9.2994,0,0
0.0600000000000005,0.10625,0.019330965,9.29577,0,0
0.072000000000001,0.1055,0.019315485,9.29233,0,0
0.0841000000000012,0.10475,0.01930077,9.28906,0,0
0.0960000000000001,0.104,0.019295415,9.28787,0,0
0.108000000000001,0.10325,0.01929033,9.28674,0,0
0.120000000000001,0.1025,0.019293165,9.28737,0,0
0.132,0.10175,0.01929591,9.28798,0,0
0.144,0.101,0.019298475,9.28855,0,0
0.156000000000001,0.10025,0.01939194,9.30932,0,0
0.168000000000001,0.0995,0.01948077,9.32906,0,0
0.18,0.09875,0.019777365,9.39497,0,0
0.192,0.098,0.020059155,9.45759,0,0
0.204000000000001,0.09725,0.020326815,9.51707,0,0
0.2159,0.0965,0.020654145,9.58981,0,0
0.227,0.09575,0.02096514,9.65892,0,0
0.239000000000001,0.095,0.021226185,9.71693,0,0
0.251000000000001,0.09425,0.02147418,9.77204,0,0
0.263300000000001,0.0935,0.021709755,9.82439,0,0
0.275500000000001,0.09275,0.02194623,9.87694,0,0
0.2874,0.092,0.022170915,9.92687,0,0
0.299300000000001,0.09125,0.02238435,9.9743,0,0
0.311400000000001,0.0905,0.0230301,10.1178,0,0
0.3233,0.08975,0.02364345,10.2541,0,0
0.3354,0.089,0.0244521,10.4338,0,0
0.3475,0.08825,0.0252207,10.6046,0,0
0.359400000000001,0.0875,0.0259506,10.7668,0,0
0.3714,0.08675,0.0269721,10.9938,0,0
0.3834,0.086,0.02794275,11.2095,0,0
0.3956,0.08525,0.02886435,11.4143,0,0
0.407400000000001,0.0845,0.0300348,11.6744,0,0
0.4193,0.08375,0.03114675,11.9215,0,0
0.4314,0.083,0.0322029,12.1562,0,0
0.443300000000001,0.08225,0.0333882,12.4196,0,0
0.455400000000001,0.0815,0.03451365,12.6697,0,0
0.4673,0.08075,0.03582585,12.9613,0,0
0.4793,0.08,0.03707235,13.2383,0,0
0.491400000000001,0.07925,0.03825675,13.5015,0,0
0.503300000000001,0.0785,0.03958155,13.7959,0,0
0.515500000000001,0.07775,0.0408402,14.0756,0,0
0.5274,0.077,0.0420354,14.3412,0,0
0.539300000000001,0.07625,0.04356135,14.6803,0,0
0.551400000000001,0.0755,0.04501035,15.0023,0,0
0.5634,0.07475,0.04638735,15.3083,0,0
0.5755,0.074,0.0479295,15.651,0,0
0.587400000000001,0.07325,0.04939425,15.9765,0,0
0.599299999999999,0.0725,0.05097015,16.3267,0,0
0.611499999999999,0.07175,0.05246685,16.6593,0,0
0.6235,0.071,0.05388885,16.9753,0,0
0.635400000000001,0.07025,0.05548995,17.3311,0,0
0.647400000000001,0.0695,0.05701095,17.6691,0,0
0.6593,0.06875,0.0584559,17.9902,0,0
0.6714,0.068,0.0597951,18.2878,0,0
0.683400000000001,0.06725,0.0610677,18.5706,0,0
0.695400000000001,0.0665,0.062172,18.816,0,0
0.7073,0.06575,0.06322185,19.0493,0,0
0.7193,0.065,0.0642186,19.2708,0,0
0.731300000000001,0.06425,0.06501915,19.4487,0,0
0.7433,0.0635,0.0657792,19.6176,0,0
0.7554,0.06275,0.06650145,19.7781,0,0
0.767300000000001,0.062,0.0671166,19.9148,0,0
0.779300000000001,0.06125,0.06770115,20.0447,0,0
0.7913,0.0605,0.0680913,20.1314,0,0
0.8033,0.05975,0.06846165,20.2137,0,0
0.8155,0.059,0.068814,20.292,0,0
0.827300000000001,0.05825,0.0690318,20.3404,0,0
0.839500000000001,0.0575,0.0692388,20.3864,0,0
0.8515,0.05675,0.06943545,20.4301,0,0
0.863300000000001,0.056,0.06935985,20.4133,0,0
0.875300000000001,0.05525,0.0692883,20.3974,0,0
0.8873,0.0545,0.06881985,20.2933,0,0
0.8993,0.05375,0.0683748,20.1944,0,0
0.9117,0.053,0.06795225,20.1005,0,0
0.923500000000001,0.05225,0.06718905,19.9309,0,0
0.9354,0.0515,0.06646455,19.7699,0,0
0.9474,0.05075,0.06577605,19.6169,0,0
0.959300000000001,0.05,0.06422715,19.2727,0,0
0.9716,0.04925,0.06275565,18.9457,0,0
0.9833,0.0485,0.0609831,18.5518,0,0
0.9953,0.04775,0.05929875,18.1775,0,0
1.0073,0.047,0.057699,17.822,0,0
1.0193,0.04625,0.0556929,17.3762,0,0
1.0314,0.0455,0.0537867,16.9526,0,0
1.0433,0.04475,0.05197635,16.5503,0,0
1.0555,0.044,0.05006925,16.1265,0,0
1.0674,0.04325,0.048258,15.724,0,0
1.0796,0.0425,0.04653675,15.3415,0,0
1.0916,0.04175,0.0448272,14.9616,0,0
1.1033,0.041,0.0432027,14.6006,0,0
1.1153,0.04025,0.0416961,14.2658,0,0
1.1273,0.0395,0.04026465,13.9477,0,0
1.1393,0.03875,0.0389052,13.6456,0,0
1.1513,0.038,0.03769335,13.3763,0,0
1.1633,0.03725,0.03654225,13.1205,0,0
1.1753,0.0365,0.03544875,12.8775,0,0
1.1873,0.03575,0.03497175,12.7715,0,0
1.1993,0.035,0.03451905,12.6709,0,0
1.2113,0.03425,0.03408885,12.5753,0,0
1.2233,0.0335,0.0343971,12.6438,0,0
1.2353,0.03275,0.0346905,12.709,0,0
1.2473,0.032,0.0353592,12.8576,0,0
1.2593,0.03125,0.03599415,12.9987,0,0
1.2713,0.0305,0.0365976,13.1328,0,0
1.2833,0.02975,0.0377217,13.3826,0,0
1.2953,0.029,0.0387891,13.6198,0,0
1.3073,0.02825,0.0398034,13.8452,0,0
1.3193,0.0275,0.0410265,14.117,0,0
1.3313,0.02675,0.04218885,14.3753,0,0
1.3433,0.026,0.04356765,14.6817,0,0
